"ID","Référence tesson","Forme","Origine","Type","Catégorie","Decor","Analyse","Secteur","Lieu","Contexte Stratigraphie","Stratigraphie US","Date US","Datation","Photo","profil","Publication","secteur_ID","x","y"
"MdE82.0904.0290","Maison de l'École 82 0904 0290","Skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_j","BLONDÉ, BCH 109 (1985), cat. 143",98,24.713688134,40.779061124
"MdE82.0905.0073","Maison de l'École 82 0905 0073","Skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_07_k","BLONDÉ, BCH 109 (1985), cat. 145",98,24.713688134,40.779061124
"MdE82.0904.0292","Maison de l'École 82 0904 0292","Skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_l","BLONDÉ, BCH 109 (1985), cat. 144",98,24.713688134,40.779061124
"MdE82.0904.0226","Maison de l'École 82 0904 0226","Skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_m","BLONDÉ, BCH 109 (1985), cat. 146",98,24.713688134,40.779061124
"MdE82.0904.0606","Maison de l'École 82 0904 0606","Skyphos","Attique","ATT. 1","V","A1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_n","BLONDÉ, BCH 109 (1985), cat. 141",98,24.713688134,40.779061124
"MdE82.0905.0071","Maison de l'École 82 0905 0071","Skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_07_p","BLONDÉ, BCH 109 (1985), cat. 147",98,24.713688134,40.779061124
"MdE82.0904.0316","Maison de l'École 82 0904 0316","Skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_q","BLONDÉ, BCH 109 (1985), cat. 148",98,24.713688134,40.779061124
"MdE82.0904.0324","Maison de l'École 82 0904 0324","Skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_r","BLONDÉ, BCH 109 (1985), cat. 150",98,24.713688134,40.779061124
"MdE82.0904.0227","Maison de l'École 82 0904 0227","Coupe-skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_08_g","BLONDÉ, BCH 109 (1985), cat. 157",98,24.713688134,40.779061124
"MdE82.0904.0264","Maison de l'École 82 0904 0264","Cratère","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_08_h","BLONDÉ, BCH 109 (1985), cat. 158",98,24.713688134,40.779061124
"MdE82.0905.0077","Maison de l'École 82 0905 0077","Cratère","Attique","ATT. autr","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5","Contexte déposé vers 360.","B - C",,"np_12271_08_i","BLONDÉ, BCH 109 (1985), cat. 159",98,24.713688134,40.779061124
"MdE82.0904.0266","Maison de l'École 82 0904 0266","Cratère","Attique","ATT. autr","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_08_j","BLONDÉ, BCH 109 (1985), cat. 160",98,24.713688134,40.779061124
"MdE82.0904.0357","Maison de l'École 82 0904 0357","Olpè","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_08_k","BLONDÉ, BCH 109 (1985), cat. 161",98,24.713688134,40.779061124
"MdE82.0904.0439","Maison de l'École 82 0904 0439","Coupe sans anses","Thasien","THAS. 1","cé",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_10b_b655","BLONDÉ, BCH 109 (1985), cat. 187",98,24.713688134,40.779061124
"MdE82.0904.0453","Maison de l'École 82 0904 0453","Coupe sans anses","Thasien","THAS. 1","cé",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_10b_c","BLONDÉ, BCH 109 (1985), cat. 188",98,24.713688134,40.779061124
"MdE82.0905.0091","Maison de l'École 82 0905 0091","Lékanè","Thasien","THAS. 2","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C","N388-036","np_12271_18_i","BLONDÉ, BCH 109 (1985), cat. 285",98,24.713688134,40.779061124
"MdE82.0904.0382","Maison de l'École 82 0904 0382","Coupe à vasque","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_14_h","BLONDÉ, BCH 109 (1985), cat. 248",98,24.713688134,40.779061124
"MdE82.0904.0102A","Maison de l'École 82 0904 0102A","Assiette à fond épais","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_12_j","BLONDÉ, BCH 109 (1985), cat. 217",98,24.713688134,40.779061124
"MdE82.0904.0627","Maison de l'École 82 0904 0627","Bassin ?","Thasien","THAS. ?","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","A2",,"np_12271_27_i","BLONDÉ, BCH 109 (1985), cat. 385",98,24.713688134,40.779061124
"MdE82.0904.0631","Maison de l'École 82 0904 0631","Bassin?","Thasien","THAS. ?","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_27_c","BLONDÉ, BCH 109 (1985), cat. 379",98,24.713688134,40.779061124
"MdE82.0904.0166","Maison de l'École 82 0904 0166","Lopas","Thasien","THAS. 2","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_24_c","BLONDÉ, BCH 109 (1985), cat. 345",98,24.713688134,40.779061124
"MdE82.0904.0131","Maison de l'École 82 0904 0131","Lopas","Thasien","THAS. 2","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_23_h","BLONDÉ, BCH 109 (1985), cat. 342",98,24.713688134,40.779061124
"MdE82.0904.0632","Maison de l'École 82 0904 0632","Bassin","Thasien","THAS. 1","C","D2",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_27_a","BLONDÉ, BCH 109 (1985), cat. 377",98,24.713688134,40.779061124
"MdE82.0904.0215","Maison de l'École 82 0904 0215","Réchaud","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_j","BLONDÉ, BCH 109 (1985), cat. 375",98,24.713688134,40.779061124
"MdE82.0904.0396","Maison de l'École 82 0904 0396","Couvercle","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_o","BLONDÉ, BCH 109 (1985), cat. 365",98,24.713688134,40.779061124
"MdE82.0904.0175","Maison de l'École 82 0904 0175","Lopas","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_24_h","BLONDÉ, BCH 109 (1985), cat. 350",98,24.713688134,40.779061124
"PdS75.0371+7911","Porte du Silène 75 0371 + 7911","Passoire à fond épais","Thasien","THAS. 1","CCG",,,"Porte du Silène","Ia4","3.17","Sol II, période 4, phase 1","Atypique. Sûrement antérieur au mil. Ive s.",,"N388-037 N388-038",,,197,24.712791306,40.774655185
"MdE82.0904.0114","Maison de l'École 82 0904 0114","Assiette à fond épais","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_12_l",,98,24.713688134,40.779061124
"MdE82.0905.015","Maison de l'École 82 0905 015","Assiette à fond épais","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_12_c",,98,24.713688134,40.779061124
"MdE82.0905.0021","Maison de l'École 82 0905 0021","Assiette à fond épais","Thasien","THAS. 1","CC",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C","N388-039",,"BLONDÉ, ÉtThas 20, pl. 56, 2.",98,24.713688134,40.779061124
"PdS72.1323","Porte du Silène 72 1323","Lampe","Thasien","THAS.","En",,,"Porte du Silène","Ia1","3.","Période 4, phase 3,","De ca 500 à ca","D - E",,"72-1323.psd","GRANDJEAN 1988, p. 105",197,24.712791306,40.774655185
"MdE82.0905.0027B","Maison de l'École 82 0905 0027B","Salière","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_04_p","BLONDÉ, BCH 109 (1985), cat. 92",98,24.713688134,40.779061124
"MdE82.0905.0026","Maison de l'École 82 0905 0026","Salière","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_04_q","BLONDÉ, BCH 109 (1985), cat. 93",98,24.713688134,40.779061124
"PdS75","Porte du Silène 75","Bol","Attique","ATT. 1B","V",,,"Porte du Silène","Ib6","4.","Période 4, phase 2,","À côté de tessons","C - D",,"np_10455_18a","GRANDJEAN 1988, p. 172",197,24.712791306,40.774655185
"PdS71.1627","Porte du Silène 71 1627","Bol","Attique","ATT. 1C","V",,,"Porte du Silène","Rue de la Porte du Silène, tronçon Nord.","-","Couche d’alluvions.","-","C - D",,"np_10994_12",,197,24.712791306,40.774655185
"PdS72.1259","Porte du Silène 72 1259","Bol","Attique","ATT. 1C","V",,,"Porte du Silène","Ib1","4.","Période 4, phase 2,","Cf. contexte 4.6","D",,"np_10994_28a","BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS75.2334","Porte du Silène 75 2334","Coupelle","Attique","ATT. 2","V",,,"Porte du Silène","Ib7","4.26","Période 4, phase 1, remblai couche 6.","Abondant matériel du VI et du V s. : trois tessons sûrement datables dans la première moitié du IV s.","C - D",,"np_10455_16b",,197,24.712791306,40.774655185
"MdE82.0905+0904.0061","Maison de l'École 82 0905 +0904 0061","Coupe-skyphos","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4 et 5.","Contexte déposé vers 360.","C - D",,"np_12271_05_m",,98,24.713688134,40.779061124
"MdE82.0904.0052","Maison de l'École 82 0904 0052","Coupe-skyphos NON","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","C - D",,"np_12271_05_p",,98,24.713688134,40.779061124
"PdS72.0030","Porte du Silène 72 0030","Coupe-skyphos","Thasien","THAS. 1. ","C",,,"Porte du Silène","Ia1","3.","Période 4, phase 2,","Jusque 325","C - D",,"np_10994_15","BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS75.1898+2159","Porte du Silène 75 1898 + 2159","Coupe-skyphos","Attique","ATT. 2 ? 1","V","A1,",,"Porte du Silène","Ib7",,"Période 4, phase 2 :","Du Vie au Ive s.","B",,"np_10230_a",,197,24.712791306,40.774655185
"PdS77.2489","Porte du Silène 77 2489","Coupelle à une anse","Thasien","THAS. 2","C",,,"Porte du Silène","Ib5","4.","Période 4, phase 2,","""VIe s., surtout Ve s.""","C -D",,"np_10994_03b","BLONDÉ, ÉtThas 20, pl. 15, 7.",197,24.712791306,40.774655185
"MdE82.0904.0130","Maison de l'École 82 0904 0130","Lopas","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_22_h","BLONDÉ, BCH 109 (1985), cat. 331",98,24.713688134,40.779061124
"PdS74.1777","Porte du Silène 74 1777","Lopas","Thasien","THAS. 2/3","CW",,,"Porte du Silène","Ib3","4.1","Période 4, phase 3, remblai couche 12, entre sol V (en terre","Matériel abondant,","G",,,,197,24.712791306,40.774655185
"MdE82.0904.0387+0424","Maison de l'École 82 0904 0387 + 0424","Poêle","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_22_b","BLONDÉ, BCH 109 (1985), cat. 324",98,24.713688134,40.779061124
"MdE82.0904.0614","Maison de l'École 82 0904 0614","Poêle","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_22_f","BLONDÉ, BCH 109 (1985), cat. 328",98,24.713688134,40.779061124
"PdS71.1423","Porte du Silène 71 1423","Coupelle à une anse","Thasien","THAS. 1","CC",,,"Porte du Silène","Ia1","3.","Période 4, phase 3, sol VII et substrat couche 12.","Cf. sur sol VI,","C - D",,,"BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS72","Porte du Silène 72","Support de marmite","Thasien","THAS. 1","CCG",,,"Porte du Silène","Ib","4.30","Couche de destruction de la maison.","(VIe, Ve s.), IVe s. et début ou même première moitié du IIIe s.","D - E - F","N388-51",,"BLONDÉ, ÉtThas 20, pl. 74, 4.",197,24.712791306,40.774655185
"PdS77.2700","Porte du Silène 77 2700","Passoire à fond","Thasien","THAS. 1","CCG",,,"Porte du Silène","Ib5","4.20","Période 4, phase 1, couche 9.","VIe et Ve s., à l'exception d'un skyphos (77/2623) et d'une monnaie.","G ?","N388-040 N388-041",,,197,24.712791306,40.774655185
"VAL84.0227.0019","Valma 84 0227 0019","Cruche","Thasien","THAS.","CC",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,,,51,24.714763980,40.780145908
"MdE82.0905.0428","Maison de l'École 82 0905 0428","Passoire à fond","Thasien","THAS. 2","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5","Contexte déposé vers 360.","B - C",,"np_12271_13_e","BLONDÉ, BCH 109 (1985), cat. 238",98,24.713688134,40.779061124
"VAL85","Valma 85","Bol-lékanè","Thasien","THAS 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15085",,51,24.714763980,40.780145908
"MdE82.0904.0064","Maison de l'École 82 0904 0064","Coupe-skyphos","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","A2",,"np_12271_05_r","BLONDÉ, BCH 109 (1985), cat. 112",98,24.713688134,40.779061124
"PdS71.1509","Porte du Silène 71 1509","Skyphos","Attique","ATT. 1","V",,,"Porte du Silène","Ia1","3.4","Période 4, phase 1, couche 9, remblai du sol V.","Surtout Ve s. (mais aussi Vie s.) plusieurs tessons de la première moitié du Ive","B - C",,"np_11714_a",,197,24.712791306,40.774655185
"PdS71.1437","Porte du Silène 71 1437","Coupelle/bol","Attique","ATT.","V","B5.1",,"Porte du Silène","Ia1","3.","Période 4, phase 3,","Cf sur sol VI,","D",,"72-1437.psd","GRANDJEAN 1988, p. 104",197,24.712791306,40.774655185
"VAL84.0076.0125","Valma 84 0076 0125","Pithos","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14934","en double dans FM ETH20",51,24.714763980,40.780145908
"VAL84.0194.0067","Valma 84 0194 0067","Lopas","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15136",,51,24.714763980,40.780145908
"VAL84.0194.0077","Valma 84 0194 0077","Réchaud","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15042","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"PdS72.0107","Porte du Silène 72 0107","Lécythe aryballisque","Attique","ATT. 1","F","FR",,"Porte du Silène","Ia (pièce ABDE).","3.1","Période 3, phase 2, recharges du sol III","Les éléments les plus récents attribuables à la première moitié du Ive s.","B - C",,"41294","BLONDÉ, ÉtThas 20, pl. 39,2",197,24.712791306,40.774655185
"PdS72.1330","Porte du Silène 72 1330","Skyphos","Attique","ATT. 1","VN","A1",,"Porte du Silène","Ia (pièce ABDE).","3.3","Période 3, phase 2, couche 8, entre sol III et sol IV.","Pour une bonne part Ve s., mais une assez grande proportion aussi de la première moitié du Ive s.","B",,"41266","GRANDJEAN 1988, p. 91 ; BLONDÉ, ÉtThas 20, pl. 1,7.",197,24.712791306,40.774655185
"PdS75.6732","Porte du Silène 75 6732","Bol","Attique","ATT.",,,,"Porte du Silène","Ia5 et 5 bis.","3.22","Période 4, phase 1, remblai sous sol I.","Du Vie au Ive s., les éléments les plus récents ne dépassent pas le deuxième quart du Ive s.","C",,,"GRANDJEAN 1988, p. 94",197,24.712791306,40.774655185
"PdS75.6734","Porte du Silène 75 6734","Guttus","Attique","ATT. 1","V",,,"Porte du Silène","Ia5 et 5 bis.","3.22","Période 4, phase 1, remblai sous sol I.","Du Vie au Ive s., les éléments les plus récents ne dépassent pas le deuxième quart du Ive s.","C",,,"GRANDJEAN 1988, p. 94",197,24.712791306,40.774655185
"PdS75.6618","Porte du Silène 75 6618","Bol","Attique","ATT.","V",,,"Porte du Silène","Ia5 et 5bis.","3.","Période 4, phase 2, entre sol I et sol II.","Du Vie au Ive s.","E",,,,197,24.712791306,40.774655185
"PdS71.1473","Porte du Silène 71 1473","Bol","Attique","ATT.","V","B5.1",,"Porte du Silène","Ia1.","3.","Période 4, phase 2,","Deuxième moitié","C - D",,"41267","GRANDJEAN 1988, p. 103",197,24.712791306,40.774655185
"PdS74","Porte du Silène 74","Bol","Thasien","THAS.","V",,,"Porte du Silène","Ib3.","4.1","Période 4, phase 3,","Matériel abondant,","D",,"41268","GRANDJEAN 1988, p. 180",197,24.712791306,40.774655185
"PdS71.1430","Porte du Silène 71 1430","Bol","Attique","ATT. 1A","V","A1",,"Porte du Silène","Ia1.","3.","Période 4, phase 3,","Cf. sur sol VI,","C - D",,"np_12283_13_b et 8754_c","BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS75.6621","Porte du Silène 75 6621","Guttus","Attique","ATT. 1","V",,,"Porte du Silène","Ia5 et 5bis.","3.","Période 4, phase 2,","""Du VIe au IVe s.","C - D",,"41269","GRANDJEAN 1988, p. 94",197,24.712791306,40.774655185
"MdE82.0904.0403","Maison de l'École 82 0904 0403","Chytra","Thasien","THAS. 1","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_c","BLONDÉ, BCH 109 (1985), cat. 353",98,24.713688134,40.779061124
"MdE82.0905.0050","Maison de l'École 82 0905 0050","Bolsal","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_04_d",,98,24.713688134,40.779061124
"AGORA55.110","Agora Ag. 55 110","Canthare","Attique","ATT. 1","V",,,"Agora","-","-","-","-","C - D",,"41295","BLONDÉ, ÉtThas 20, pl. 9,4",33,24.713265110,40.779964269
"AGORA70","Agora Ag. 70","Plat","Thasien","THAS. 5","V","A1",,"Agora","-","-","-","-","C - D - E","N388-043",,"BLONDÉ, ÉtThas 20, pl. 33, 11.",33,24.713265110,40.779964269
"PdS72.1343","Porte du Silène 72 1343","Skyphos","Attique","ATT. 1","V","A1",,"Porte du Silène","Ib2.","4.9","Période 4, phase 1, sol VI et son substrat (c. 9)","Contexte pas très caractéristique : les tessons les plus récents sont du deuxième quart du Ive s. ; l'un d'entre eux, le skyphos 72/1343, peut appartenir à la decennie 350-340.","B - C",,"np_11735_b",,197,24.712791306,40.774655185
