"ID","Référence tesson","Forme","Origine","Type","Catégorie","Decor","Analyse","Secteur","Lieu","Contexte Stratigraphie","Stratigraphie US","Date US","Datation","Photo","profil","Publication","secteur_ID","x","y"
"VAL84.0227.0029","Valma 84 0227 0029","Skyphos","Thasien","THAS. 1  ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14924","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0025","Valma 84 0142 0025","Olpè","Thasien","THAS. 2  ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14925","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0109","Valma 84 0283 0109","Olpè","Thasien","THAS. 1  ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14926","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0024","Valma 84 0170 0024","Olpè","Thasien","THAS. 1  ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14927",,51,24.714763980,40.780145908
"VAL84.0152.0003","Valma 84 0152 0003","Guttus","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_003","np_14928","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0253.0106","Valma 84 0253 0106","Olpè","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14933",,51,24.714763980,40.780145908
"VAL84.0076.0125.[2]","Valma 84 0076 0125 [2]","Pithos","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14934",,51,24.714763980,40.780145908
"VAL84.0235.0122","Valma 84 0235 0122","Pithos","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14935","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0112","Valma 84 0283 0112","Cruche","Thasien","THAS. 1B ","cé",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14941","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0119.0018","Valma 84 0119 0018","Cruche","Thasien","THAS. 1B ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14942","BLONDÉ, ÉtThas 20,",51,24.714763980,40.780145908
"VAL84.0283.0108","Valma 84 0283 0108","Cruche","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14943","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0043","Valma 84 0264 0043","Cruche","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14944","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0029","Valma 84 0170 0029","Vase haut fermé et à","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14945","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0034","Valma 84 0227 0034","Vase haut fermé et à","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14946","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0070.0050","Valma 85 0070 0050","Vase fermé et haut à","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_004","np_14951","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0037","Valma 84 0227 0037","Vase fermé et haut à","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14952","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0023","Valma 84 0170 0023","Pot","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388-004","np_14953","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0031","Valma 84 0283 0031","Support","Thasien","THAS. 2  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14955",,51,24.714763980,40.780145908
"VAL84.0135.0014","Valma 84 0135 0014","Askos","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14956","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0120","Valma 84 0235 0120","Vase haut fermé et à","Thasien","THAS. 2  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14959",,51,24.714763980,40.780145908
"VAL84.0170.0017","Valma 84 0170 0017","Guttus","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14961","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0015","Valma 84 0170 0015","Coupe-skyphos","Attique","ATT. 1 ? ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14962",,51,24.714763980,40.780145908
"VAL84.0142.0023","Valma 84 0142 0023","Canthare","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14963",,51,24.714763980,40.780145908
"VAL84.0170.0018","Valma 84 0170 0018","Canthare","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14964","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0066","Valma 84 0194 0066","Canthare","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14965","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0110","Valma 84 0283 0110","Canthare","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14966","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.064","Valma 84 0194 064","Canthare","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14967","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0069","Valma 84 0194 0069","Canthare","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14968",,51,24.714763980,40.780145908
"VAL84.0152.0024","Valma 84 0152 0024","Coupe-skyphos","Attique","ATT. 2   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14969","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0253.0024","Valma 84 0253 0024","Cruche","Thasien","THAS. 1C ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14971","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0033","Valma 84 0283 0033","Cruche","Thasien","THAS. 1B ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14972","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0174.0030","Valma 84 0174 0030","Cruche","Thasien","THAS. 1B ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14973","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0119.0014","Valma 84 0119 0014","Canthare","Attique","ATT. 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14974",,51,24.714763980,40.780145908
"VAL84.0227.0078","Valma 84 0227 0078","Plat sur pied","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14975","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0070.0071","Valma 84 0070 0071","Chytra","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14977","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0152.0034","Valma 84 0152 0034","Cruche","Thasien","THAS. 1B","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14978","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0045","Valma 84 0264 0045","Plat","Thasien","THAS. 1","C",,"THV5","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14979","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.002","Valma 84 0142 002","Plat","Thasien","THAS. 1","C",,"THV4","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14980","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0135.0010","Valma 84 0135 0010","Plat","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14981","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0091","Valma 84 0194 0091","Plat","Thasien","THAS. 4","V",,"THV6","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14982","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0033","Valma 84 0142 0033","Coupelle à une anse","Thasien","THAS. 3","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14984","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0023","Valma 84 0283 0023","Skyphos","Thasien","THAS. 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15004",,51,24.714763980,40.780145908
"VAL85.0070.0052","Valma 85 0070 0052","Coupelle à une anse","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14986",,51,24.714763980,40.780145908
"VAL84.0264.0044","Valma 84 0264 0044","Bol","Attique","ATT. 2","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14987","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0135.006","Valma 84 0135 006","Coupelle","Thasien","THAS. 3","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14988",,51,24.714763980,40.780145908
"VAL84.0152.0031","Valma 84 0152 0031","Bol","Attique","ATT. 2","V","B6.2",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14989","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0047","Valma 84 0264 0047","Coupe à deux","Thasien","THAS. 2","C",,"THV22","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14990","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0025a","Valma 84 0170 0025a","Bol","Attique","ATT. 2","V","B6.2",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14991","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0093.0085","Valma 85 0093 0085","Bol","Attique","ATT. 2","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14993","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0182.0012","Valma 84 0182 0012","Coupe à une anse","Thasien","THAS. 1?","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14994",,51,24.714763980,40.780145908
"VAL84.0253.0023","Valma 84 0253 0023","Bol","Attique","ATT. 2","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14996","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0040","Valma 84 0235 0040","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14997","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0093.0079","Valma 85 0093 0079","Coupe-skyphos","Attique","ATT. 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14998","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0119.0022","Valma 84 0119 0022","Canthare","Thasien","THAS. 1","V",,"THV 9","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14999","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0119.0013","Valma 84 0119 0013","Canthare","Attique","ATT. 1","V",,"THV23","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15001","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0093.0081","Valma 85 0093 0081","Lampe","Thasien","THAS. 1.1","V",,"THV12","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15002","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0124.0034","Valma 84 0124 0034","Coupelle à une anse","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15003","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0152.0031[2]","Valma 84 0152 0031 [2]","Bol","Attique","ATT. 2","V","B6.2",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14985","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0174.0029","Valma 84 0174 0029","Coupe à une anse","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15006","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0041","Valma 84 0227 0041","Lékanè","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15007","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0027","Valma 84 0142 0027","Skyphos","Thasien","THAS. 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15008","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0014","Valma 84 0170 0014","Skyphos","Thasien","THAS. 1 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_005","np_15009","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0093.0087","Valma 85 0093 0087","Lékanè","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15010",,51,24.714763980,40.780145908
"VAL85.0066.0048","Valma 85 0066 0048","Lékanè","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15011",,51,24.714763980,40.780145908
"VAL84.0235.0030","Valma 84 0235 0030","Plat","Thasien","THAS. 5","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D -","N388_006","np_15012","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0152.0123","Valma 84 0152 0123","Lékanis","Attique","ATT. 1","F",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15014","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85..0070.0049","Valma 85  0070 0049","Passoire à fond","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15016","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0174.0025","Valma 84 0174 0025","Caccabè","Thasien","THAS. 1","C",,"THV50","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15018","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.00111","Valma 84 0283 00111","Chytra","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15019","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0093.0082","Valma 85 0093 0082","Vase fermé","Thasien","THAS. -","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15020",,51,24.714763980,40.780145908
"VAL85.0070.0043","Valma 85 0070 0043","Skyphos","Thasien","THAS. 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15022","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0053","Valma 84 0264 0053","Skyphos","Attique","ATT. 1","V",,"THV36","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15023","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0026","Valma 84 0142 0026","Coupe-skyphos","Attique","ATT. 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15024",,51,24.714763980,40.780145908
"VAL85.0093.0084","Valma 85 0093 0084","Coupe à  une anse","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15025",,51,24.714763980,40.780145908
"VAL84.0194.0193","Valma 84 0194 0193","Canthare","Attique","ATT. 1","V",,"THV33","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15026","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0152.035","Valma 84 0152 035","Coupe-canthare","Attique","ATT. 2","V",,"THV34","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15027","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0066.0020","Valma 85 0066 0020","Coupe-canthare","Attique","ATT. 2","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15028","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0093.0083","Valma 85 0093 0083","Vase de stockage","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15030","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0030","Valma 84 0142 0030","Mortier","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15031","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0087","Valma 84 0194 0087","Vase de stockage","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15032","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0066.0042","Valma 85 0066 0042","Lampe","Attique","ATT. 1.3","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15035","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0032","Valma 84 0283 0032","Cruche","Thasien","THAS. 1C","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15036","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0040","Valma 84 0264 0040","Support de marmite","Thasien","THAS. 1 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15039","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0066.0015","Valma 85 0066 0015","Support de marmite","Thasien","THAS. 1","C",,"THV44","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_007","np_15040","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0135.0046","Valma 84 0135 0046","Support de marmite","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15041",,51,24.714763980,40.780145908
"VAL84.0264.0048","Valma 84 0264 0048","Bassin","Thasien","THAS. 3","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15043","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194a-","Valma 84 0194 a -","Canthare","Attique","ATT. 2","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15044",,51,24.714763980,40.780145908
"VAL84.0235.0031","Valma 84 0235 0031","Lampe","Attique","ATT. 1.3","V",,"THV35","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15045","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0135.0012","Valma 84 0135 0012","Lampe","Attique","ATT. 1.1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15046",,51,24.714763980,40.780145908
"VAL84.0194.0080","Valma 84 0194 0080","Lampe","Attique","ATT. 2.3","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15047","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0022A","Valma 84 0283 0022 A","Lampe","Attique","ATT. 1.2","V",,"THV15","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","B - C - D",,"np_15049","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.072","Valma 84 0194 072","Chytra","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15050","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0066.0076","Valma 85 0066 0076","Amphore de table","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15051",,51,24.714763980,40.780145908
"VAL84.0253.0029","Valma 84 0253 0029","Cruche","Thasien","THAS. 1A","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15052","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0035","Valma 84 0283 0035","Cruche","Thasien","THAS. 1B","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_008","np_15053","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0084","Valma 84 0227 0084","Vase haut fermé et à","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_009","np_15054","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0293.0026","Valma 84 0293 0026","Lékanè","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15055","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0046","Valma 84 0235 0046","Vase de stockage","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15056","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0174.0026","Valma 84 0174 0026","Lopas","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15057","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0083","Valma 84 0194 0083","Grand vase","Thasien","THAS. ?","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15059","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0012","Valma 84 0142 0012","Mortier","Thasien","THAS. 1","C","C3","THV8","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15060","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0174.0028","Valma 84 0174 0028","Lékanè","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15062",,51,24.714763980,40.780145908
"VAL85.0066.0052","Valma 85 0066 0052","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15063","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0050","Valma 84 0264 0050","Lopas","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15064","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0039","Valma 84 0227 0039","Bassin","Thasien","THAS. 3?","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15065","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0093.0088","Valma 85 0093 0088","Lékanè","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15066","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0174.0066","Valma 84 0174 0066","Poêle","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15067",,51,24.714763980,40.780145908
"VAL84.0119.0017","Valma 84 0119 0017","Lopas","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15068","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0045","Valma 84 0235 0045","Lopas","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15069","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0085","Valma 84 0194 0085","Mortier","Thasien","THAS. 2","C","F",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15071","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0031","Valma 84 0227 0031","Plat","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15072","BLONDÉ, BCH 113",51,24.714763980,40.780145908
